     5.00000    13.0000
     5.15000    4.00000
     5.30000    21.0000
     5.45000    14.0000
     5.59000    20.0000
     5.72000    27.0000
     5.98000    6.00000
     5.85000    6.00000
     6.10000    30.0000
     6.22000    25.0000
     6.56000   105.0000
     6.34000    49.0000
     6.45000    18.0000
     6.67000    28.0000
     6.78000    40.0000
     6.88000    111.000
     6.98000    63.0000
     7.18000    12.0000
     7.46000    71.0000
     7.10000    93.0000
     7.10000    126.000
     7.60000    168.000
     6.70000    25.0000
     7.10000    107.000
     6.80000    45.0000
     5.70000    6.00000
     6.90000    50.0000
     6.30000    24.0000
     7.80000    110.000
     7.00000    47.0000
     6.70000    35.0000
     7.20000    67.0000
     7.50000    150.000
     7.20000    98.0000
     5.30000    4.00000
     6.50000    41.0000
     8.30000    325.000
     6.00000   10.00000
     7.30000    65.0000
     6.40000    20.0000
     7.40000    135.000
     8.20000    210.000
     7.90000    310.000
     6.30000    30.0000
     6.60000    36.0000
     6.90000    48.0000
     7.30000    120.000
     6.70000    17.0000
     7.60000    116.000
     6.70000    25.0000
     7.90000    140.000
     6.70000    27.0000
     7.10000    110.000
     5.00000    2.00000
     6.90000    35.0000
     7.10000    68.0000
     6.20000    19.0000
     7.70000    140.000
     6.70000    40.0000
     6.60000    60.0000
     6.90000    52.0000
     6.30000    20.0000
     5.80000    5.00000
     8.10000    305.000
     6.60000    30.0000
     7.50000    150.000
     5.90000    9.00000
     6.30000    24.0000
     6.40000    21.0000
     7.40000    131.000
     6.60000    37.0000
     6.70000    30.0000
     7.00000    70.0000
     7.50000    350.000
     6.00000    8.00000
     6.90000    63.0000
     6.00000    12.0000
     7.00000    24.0000
     7.20000    50.0000
     8.00000    225.000
     6.60000    42.0000
     7.20000   100.0000
     7.50000   103.0000
     6.90000    48.0000
     8.10000    261.000
     7.30000    31.0000
     8.30000    290.000
     8.10000    153.000
     6.50000    34.0000
     6.50000    35.0000
     6.40000    96.0000
     6.30000    28.0000
     5.70000    5.00000
     5.30000    5.00000
     7.00000    92.0000
     7.90000    245.000
     6.40000    38.0000
     5.70000    6.00000
     9.50000    370.000
     5.20000    2.00000
     7.30000    95.0000
     6.40000    20.0000
     7.10000    20.0000
      9.20000    480.000
     7.50000    95.0000
     7.20000    125.000
     5.80000    7.00000
     6.90000    46.0000
     6.80000    53.0000
     5.80000    7.00000
     7.00000    65.0000
     6.50000    51.0000
     5.70000    6.00000
     6.50000    56.0000
     8.20000    286.000
     7.10000    34.0000
     7.30000    22.0000
     5.70000    54.0000
     5.70000    9.00000
     6.30000    23.0000
      5.70000    8.00000
     7.90000    107.000
     7.80000    125.000
     6.60000    15.0000
     6.80000    36.0000
      7.60000    187.000
     5.60000    7.00000
     5.70000   10.00000
     7.10000    210.000
       7.10000    34.0000
     7.00000    95.0000
     7.30000    44.0000
     5.80000    7.00000
     7.40000    220.000
     6.40000    15.0000
     7.60000    180.000
     7.50000    310.000
     7.20000   102.0000
     6.70000    32.0000
     6.40000    107.000
     7.50000    120.000
     6.40000    13.0000
        6.90000    60.0000
     6.70000    20.0000
     7.80000    202.000
     7.20000    26.0000
         6.00000    12.0000
     7.60000    130.000
     7.00000    56.0000
     6.30000    36.0000
     6.40000    28.0000
     7.70000    160.000
     6.60000    31.0000
     6.60000   100.0000
     7.30000    150.000
     6.90000    40.0000
     7.80000    61.0000
     6.70000    50.0000
     7.50000    56.0000
     7.50000    55.0000
     7.70000    260.000
     6.80000    75.0000
     7.90000    300.000
     7.70000    60.0000
7.1	46.9
7.1	46.5
7.1	59
7.1	19.7
7.1	11.7
4.8	3.8
6.2	33.6
6.2	7.5
6.2	5
6.2	23
5	11.5
5.3	9.2
6	24.1
5.8	16.7
5.3	14.9
7.2	29.2
7.2	67
