     5.00000    5.00000
     5.30000    8.00000
     5.70000    15.0000
     6.10000    7.00000
     6.20000    18.0000
     6.5 38.0000    
     6.5 72.0000   
     6.60000    47.0000
     6.70000    44.0000
     6.70000    55.0000
     6.80000    13.0000
     6.80000    16.0000
     6.80000    18.0000
     6.80000    20.0000
     6.80000    23.0000
     6.80000    24.0000
     6.80000    26.0000
     6.80000    29.0000
     6.80000    30.0000
     6.80000    34.0000
     6.80000    40.0000
     6.80000    42.0000
     6.80000    44.0000
     6.80000    45.0000
     6.80000    46.0000
     6.80000    47.0000
     6.80000    48.0000
     6.80000    49.0000
     6.80000    50.0000
     6.80000    51.0000
     6.80000    52.0000
     6.80000    53.0000
     6.80000    54.0000
     6.80000    55.0000
     6.80000    58.0000
     6.80000    60.0000
     6.80000    63.0000
     6.80000    65.0000
     6.80000    66.0000
     6.80000    69.0000
     6.80000    79.0000
     6.80000    80.0000
     6.80000    85.0000
     6.80000    87.0000
     6.80000    88.0000
     6.80000    90.0000
     6.80000    92.0000
     6.80000    97.0000
     6.80000    109.000
     6.80000    114.000
     7.00000    12.0000
     7.00000    13.0000
     7.00000    40.0000
     7.00000    51.0000
     7.00000    64.0000
     7.00000    66.0000
     7.00000    78.0000
     7.00000   100.0000
     7.10000    4.00000
     7.10000    6.00000
     7.10000    8.00000
     7.10000   10.00000
     7.10000    12.0000
     7.10000    13.0000
     7.10000    18.0000
     7.10000    19.0000
     7.10000    21.0000
     7.10000    23.0000
     7.10000    25.0000
     7.10000    27.0000
     7.10000    28.0000
     7.10000    29.0000
     7.10000    32.0000
     7.10000    35.0000
     7.10000    36.0000
     7.10000    39.0000
     7.10000    40.0000
     7.10000    46.0000
     7.10000    54.0000
     7.10000    61.0000
     7.10000    86.0000
     7.20000    3.00000
     7.20000    4.00000
     7.20000    5.00000
     7.20000    6.00000
     7.20000    7.00000
     7.20000    8.00000
     7.20000   10.00000
     7.20000    11.0000
     7.20000    13.0000
     7.20000    18.0000
     7.20000    19.0000
     7.20000    20.0000
     7.20000    21.0000
     7.20000    22.0000
     7.20000    23.0000
     7.20000    25.0000
     7.20000    26.0000
     7.20000    27.0000
     7.20000    29.0000
     7.20000    34.0000
     7.20000    36.0000
     7.20000    38.0000
     7.20000    40.0000
     7.20000    42.0000
     7.20000    43.0000
     7.20000    44.0000
     7.20000    45.0000
     7.20000    47.0000
     7.20000    49.0000
     7.20000    50.0000
     7.30000    21.0000
     7.30000    23.0000
     7.30000    27.0000
     7.30000    37.0000
     7.30000    41.0000
     7.30000    46.0000
     7.30000    57.0000
     7.30000    60.0000
     7.30000    62.0000
     7.30000    225.000
     7.40000    47.0000
     7.50000    11.0000
     7.50000    21.0000
     7.50000    23.0000
     7.50000    31.0000
     7.50000    38.0000
     7.50000    41.0000
     7.50000    44.0000
     7.50000    46.0000
     7.50000    48.0000
     7.50000    51.0000
     7.50000    52.0000
     7.50000    55.0000
     7.50000    57.0000
     7.50000    59.0000
     7.50000    60.0000
     7.50000    63.0000
     7.50000    66.0000
     7.50000    68.0000
     7.50000    71.0000
     7.50000    81.0000
     7.50000    83.0000
     7.50000    87.0000
     7.50000    93.0000
     7.50000    96.0000
     7.50000    99.0000
     7.50000    117.000
     7.50000    131.000
     7.90000    37.0000
     7.90000    41.0000
     7.90000    48.0000
     7.90000    66.0000
     7.90000    95.0000
     7.90000    115.000
     7.90000    118.000
     7.90000    136.000
     7.90000    148.000
     7.90000    161.000
     7.90000    166.000
     7.90000    170.000
     7.90000    178.000
     7.90000    196.000
     7.90000    205.000
     7.90000    213.000
     7.90000    246.000
     7.90000    275.000
     7.90000    340.000
     7.90000    407.000
     9.20000    92.0000
     9.20000    121.000
     9.20000    132.000
     9.20000    320.000
5.9 5
6.7 50
6.7 154
8.8 131
8.8 269
8.8 289
