7.1	46.9
7.1	46.5
7.1	59
7.1	19.7
7.1	11.7
4.8	3.8
6.2	33.6
6.2	7.5
6.2	5
6.2	23
5	11.5
5.3	9.2
6	24.1
5.8	16.7
5.3	14.9
7.2	29.2
7.2	67
